Instant,Date,Hour,Month,Day,Holiday,Weekday,WorkingDay,Total Parking Spaces,No of parking spaces left,Free Spaces  %,Occupancy
421,18-Feb-17,12,2,Saturday,1,6,0,235,80,34,66
422,18-Feb-17,13,2,Saturday,1,6,0,235,80,34,66
423,18-Feb-17,14,2,Saturday,1,6,0,235,85,36,64
424,18-Feb-17,15,2,Saturday,1,6,0,235,90,38,62
425,18-Feb-17,16,2,Saturday,1,6,0,235,92,39,61
426,18-Feb-17,17,2,Saturday,1,6,0,235,180,77,23
427,18-Feb-17,18,2,Saturday,1,6,0,235,210,89,11
428,18-Feb-17,19,2,Saturday,1,6,0,235,225,96,4
429,18-Feb-17,20,2,Saturday,1,6,0,235,225,96,4
430,18-Feb-17,21,2,Saturday,1,6,0,235,225,96,4
431,18-Feb-17,22,2,Saturday,1,6,0,235,225,96,4
432,18-Feb-17,23,2,Saturday,1,6,0,235,225,96,4
433,19-Feb-17,0,2,Sunday,1,7,0,235,225,96,4
434,19-Feb-17,1,2,Sunday,1,7,0,235,225,96,4
435,19-Feb-17,2,2,Sunday,1,7,0,235,225,96,4
436,19-Feb-17,3,2,Sunday,1,7,0,235,225,96,4
437,19-Feb-17,4,2,Sunday,1,7,0,235,225,96,4
438,19-Feb-17,5,2,Sunday,1,7,0,235,225,96,4
439,19-Feb-17,6,2,Sunday,1,7,0,235,218,93,7
440,19-Feb-17,7,2,Sunday,1,7,0,235,190,81,19
441,19-Feb-17,8,2,Sunday,1,7,0,235,180,77,23
442,19-Feb-17,9,2,Sunday,1,7,0,235,170,72,28
443,19-Feb-17,10,2,Sunday,1,7,0,235,170,72,28
444,19-Feb-17,11,2,Sunday,1,7,0,235,170,72,28
445,19-Feb-17,12,2,Sunday,1,7,0,235,170,72,28
446,19-Feb-17,13,2,Sunday,1,7,0,235,170,72,28
447,19-Feb-17,14,2,Sunday,1,7,0,235,170,72,28
448,19-Feb-17,15,2,Sunday,1,7,0,235,170,72,28
449,19-Feb-17,16,2,Sunday,1,7,0,235,190,81,19
450,19-Feb-17,17,2,Sunday,1,7,0,235,210,89,11
451,19-Feb-17,18,2,Sunday,1,7,0,235,230,98,2
452,19-Feb-17,19,2,Sunday,1,7,0,235,230,98,2
453,19-Feb-17,20,2,Sunday,1,7,0,235,230,98,2
454,19-Feb-17,21,2,Sunday,1,7,0,235,230,98,2
455,19-Feb-17,22,2,Sunday,1,7,0,235,230,98,2
456,19-Feb-17,23,2,Sunday,1,7,0,235,230,98,2
457,20-Feb-17,0,2,Monday,0,1,1,235,230,98,2
458,20-Feb-17,1,2,Monday,0,1,1,235,230,98,2
459,20-Feb-17,2,2,Monday,0,1,1,235,230,98,2
460,20-Feb-17,3,2,Monday,0,1,1,235,230,98,2
461,20-Feb-17,4,2,Monday,0,1,1,235,230,98,2
462,20-Feb-17,5,2,Monday,0,1,1,235,230,98,2
463,20-Feb-17,6,2,Monday,0,1,1,235,180,77,23
464,20-Feb-17,7,2,Monday,0,1,1,235,160,68,32
465,20-Feb-17,8,2,Monday,0,1,1,235,40,17,83
466,20-Feb-17,9,2,Monday,0,1,1,235,20,9,91
467,20-Feb-17,10,2,Monday,0,1,1,235,8,3,97
468,20-Feb-17,11,2,Monday,0,1,1,235,3,1,99
469,20-Feb-17,12,2,Monday,0,1,1,235,2,1,99
470,20-Feb-17,13,2,Monday,0,1,1,235,1,0,100
471,20-Feb-17,14,2,Monday,0,1,1,235,0,0,100
472,20-Feb-17,15,2,Monday,0,1,1,235,0,0,100
473,20-Feb-17,16,2,Monday,0,1,1,235,8,3,97
474,20-Feb-17,17,2,Monday,0,1,1,235,90,38,62
475,20-Feb-17,18,2,Monday,0,1,1,235,190,81,19
476,20-Feb-17,19,2,Monday,0,1,1,235,205,87,13
477,20-Feb-17,20,2,Monday,0,1,1,235,226,96,4
478,20-Feb-17,21,2,Monday,0,1,1,235,226,96,4
479,20-Feb-17,22,2,Monday,0,1,1,235,226,96,4
480,20-Feb-17,23,2,Monday,0,1,1,235,226,96,4
481,21-Feb-17,0,2,Tuesday,0,2,1,235,226,96,4
482,21-Feb-17,1,2,Tuesday,0,2,1,235,226,96,4
483,21-Feb-17,2,2,Tuesday,0,2,1,235,226,96,4
484,21-Feb-17,3,2,Tuesday,0,2,1,235,226,96,4
485,21-Feb-17,4,2,Tuesday,0,2,1,235,226,96,4
486,21-Feb-17,5,2,Tuesday,0,2,1,235,226,96,4
487,21-Feb-17,6,2,Tuesday,0,2,1,235,226,96,4
488,21-Feb-17,7,2,Tuesday,0,2,1,235,190,81,19
489,21-Feb-17,8,2,Tuesday,0,2,1,235,180,77,23
490,21-Feb-17,9,2,Tuesday,0,2,1,235,40,17,83
491,21-Feb-17,10,2,Tuesday,0,2,1,235,12,5,95
492,21-Feb-17,11,2,Tuesday,0,2,1,235,0,0,100
493,21-Feb-17,12,2,Tuesday,0,2,1,235,0,0,100
494,21-Feb-17,13,2,Tuesday,0,2,1,235,0,0,100
495,21-Feb-17,14,2,Tuesday,0,2,1,235,3,1,99
496,21-Feb-17,15,2,Tuesday,0,2,1,235,5,2,98
497,21-Feb-17,16,2,Tuesday,0,2,1,235,10,4,96
498,21-Feb-17,17,2,Tuesday,0,2,1,235,80,34,66
499,21-Feb-17,18,2,Tuesday,0,2,1,235,210,89,11
500,21-Feb-17,19,2,Tuesday,0,2,1,235,218,93,7
501,21-Feb-17,20,2,Tuesday,0,2,1,235,225,96,4
502,21-Feb-17,21,2,Tuesday,0,2,1,235,225,96,4
503,21-Feb-17,22,2,Tuesday,0,2,1,235,225,96,4
504,21-Feb-17,23,2,Tuesday,0,2,1,235,225,96,4
505,22-Feb-17,0,2,Wednesday,0,3,1,235,225,96,4
506,22-Feb-17,1,2,Wednesday,0,3,1,235,225,96,4
507,22-Feb-17,2,2,Wednesday,0,3,1,235,225,96,4
508,22-Feb-17,3,2,Wednesday,0,3,1,235,225,96,4
509,22-Feb-17,4,2,Wednesday,0,3,1,235,225,96,4
510,22-Feb-17,5,2,Wednesday,0,3,1,235,225,96,4
511,22-Feb-17,6,2,Wednesday,0,3,1,235,160,68,32
512,22-Feb-17,7,2,Wednesday,0,3,1,235,130,55,45
513,22-Feb-17,8,2,Wednesday,0,3,1,235,19,8,92
514,22-Feb-17,9,2,Wednesday,0,3,1,235,0,0,100
515,22-Feb-17,10,2,Wednesday,0,3,1,235,0,0,100
516,22-Feb-17,11,2,Wednesday,0,3,1,235,0,0,100
517,22-Feb-17,12,2,Wednesday,0,3,1,235,0,0,100
518,22-Feb-17,13,2,Wednesday,0,3,1,235,0,0,100
519,22-Feb-17,14,2,Wednesday,0,3,1,235,2,1,99
520,22-Feb-17,15,2,Wednesday,0,3,1,235,5,2,98
521,22-Feb-17,16,2,Wednesday,0,3,1,235,20,9,91
522,22-Feb-17,17,2,Wednesday,0,3,1,235,85,36,64
523,22-Feb-17,18,2,Wednesday,0,3,1,235,217,92,8
524,22-Feb-17,19,2,Wednesday,0,3,1,235,230,98,2
525,22-Feb-17,20,2,Wednesday,0,3,1,235,230,98,2
526,22-Feb-17,21,2,Wednesday,0,3,1,235,230,98,2
527,22-Feb-17,22,2,Wednesday,0,3,1,235,230,98,2
528,22-Feb-17,23,2,Wednesday,0,3,1,235,230,98,2
529,23-Feb-17,0,2,Thursday,0,4,1,235,230,98,2
530,23-Feb-17,1,2,Thursday,0,4,1,235,230,98,2
531,23-Feb-17,2,2,Thursday,0,4,1,235,230,98,2
532,23-Feb-17,3,2,Thursday,0,4,1,235,230,98,2
533,23-Feb-17,4,2,Thursday,0,4,1,235,230,98,2
534,23-Feb-17,5,2,Thursday,0,4,1,235,230,98,2
535,23-Feb-17,6,2,Thursday,0,4,1,235,170,72,28
536,23-Feb-17,7,2,Thursday,0,4,1,235,150,64,36
537,23-Feb-17,8,2,Thursday,0,4,1,235,20,9,91
538,23-Feb-17,9,2,Thursday,0,4,1,235,10,4,96
539,23-Feb-17,10,2,Thursday,0,4,1,235,0,0,100
540,23-Feb-17,11,2,Thursday,0,4,1,235,0,0,100
541,23-Feb-17,12,2,Thursday,0,4,1,235,0,0,100
542,23-Feb-17,13,2,Thursday,0,4,1,235,0,0,100
543,23-Feb-17,14,2,Thursday,0,4,1,235,3,1,99
544,23-Feb-17,15,2,Thursday,0,4,1,235,7,3,97
545,23-Feb-17,16,2,Thursday,0,4,1,235,30,13,87
546,23-Feb-17,17,2,Thursday,0,4,1,235,70,30,70
547,23-Feb-17,18,2,Thursday,0,4,1,235,120,51,49
548,23-Feb-17,19,2,Thursday,0,4,1,235,190,81,19
549,23-Feb-17,20,2,Thursday,0,4,1,235,220,94,6
550,23-Feb-17,21,2,Thursday,0,4,1,235,220,94,6
551,23-Feb-17,22,2,Thursday,0,4,1,235,220,94,6
552,23-Feb-17,23,2,Thursday,0,4,1,235,220,94,6
553,24-Feb-17,0,2,Friday,0,5,1,235,220,94,6
554,24-Feb-17,1,2,Friday,0,5,1,235,220,94,6
555,24-Feb-17,2,2,Friday,0,5,1,235,220,94,6
556,24-Feb-17,3,2,Friday,0,5,1,235,220,94,6
557,24-Feb-17,4,2,Friday,0,5,1,235,220,94,6
558,24-Feb-17,5,2,Friday,0,5,1,235,220,94,6
559,24-Feb-17,6,2,Friday,0,5,1,235,200,85,15
560,24-Feb-17,7,2,Friday,0,5,1,235,190,81,19
561,24-Feb-17,8,2,Friday,0,5,1,235,30,13,87
562,24-Feb-17,9,2,Friday,0,5,1,235,13,6,94
563,24-Feb-17,10,2,Friday,0,5,1,235,10,4,96
564,24-Feb-17,11,2,Friday,0,5,1,235,0,0,100
565,24-Feb-17,12,2,Friday,0,5,1,235,0,0,100
566,24-Feb-17,13,2,Friday,0,5,1,235,3,1,99
567,24-Feb-17,14,2,Friday,0,5,1,235,4,2,98
568,24-Feb-17,15,2,Friday,0,5,1,235,6,3,97
569,24-Feb-17,16,2,Friday,0,5,1,235,40,17,83
570,24-Feb-17,17,2,Friday,0,5,1,235,130,55,45
571,24-Feb-17,18,2,Friday,0,5,1,235,210,89,11
572,24-Feb-17,19,2,Friday,0,5,1,235,220,94,6
573,24-Feb-17,20,2,Friday,0,5,1,235,220,94,6
574,24-Feb-17,21,2,Friday,0,5,1,235,220,94,6
575,24-Feb-17,22,2,Friday,0,5,1,235,220,94,6
576,24-Feb-17,23,2,Friday,0,5,1,235,220,94,6
577,25-Feb-17,0,2,Saturday,1,6,0,235,220,94,6
578,25-Feb-17,1,2,Saturday,1,6,0,235,220,94,6
579,25-Feb-17,2,2,Saturday,1,6,0,235,220,94,6
580,25-Feb-17,3,2,Saturday,1,6,0,235,220,94,6
581,25-Feb-17,4,2,Saturday,1,6,0,235,220,94,6
582,25-Feb-17,5,2,Saturday,1,6,0,235,220,94,6
583,25-Feb-17,6,2,Saturday,1,6,0,235,186,79,21
584,25-Feb-17,7,2,Saturday,1,6,0,235,80,34,66
585,25-Feb-17,8,2,Saturday,1,6,0,235,28,12,88
586,25-Feb-17,9,2,Saturday,1,6,0,235,10,4,96
587,25-Feb-17,10,2,Saturday,1,6,0,235,8,3,97
588,25-Feb-17,11,2,Saturday,1,6,0,235,8,3,97
589,25-Feb-17,12,2,Saturday,1,6,0,235,6,3,97
590,25-Feb-17,13,2,Saturday,1,6,0,235,4,2,98
591,25-Feb-17,14,2,Saturday,1,6,0,235,5,2,98
592,25-Feb-17,15,2,Saturday,1,6,0,235,12,5,95
593,25-Feb-17,16,2,Saturday,1,6,0,235,40,17,83
594,25-Feb-17,17,2,Saturday,1,6,0,235,90,38,62
595,25-Feb-17,18,2,Saturday,1,6,0,235,170,72,28
596,25-Feb-17,19,2,Saturday,1,6,0,235,190,81,19
597,25-Feb-17,20,2,Saturday,1,6,0,235,225,96,4
598,25-Feb-17,21,2,Saturday,1,6,0,235,225,96,4
599,25-Feb-17,22,2,Saturday,1,6,0,235,225,96,4
600,25-Feb-17,23,2,Saturday,1,6,0,235,225,96,4
601,26-Feb-17,0,2,Sunday,1,7,0,235,225,96,4
602,26-Feb-17,1,2,Sunday,1,7,0,235,225,96,4
603,26-Feb-17,2,2,Sunday,1,7,0,235,225,96,4
604,26-Feb-17,3,2,Sunday,1,7,0,235,225,96,4
605,26-Feb-17,4,2,Sunday,1,7,0,235,225,96,4
606,26-Feb-17,5,2,Sunday,1,7,0,235,225,96,4
607,26-Feb-17,6,2,Sunday,1,7,0,235,200,85,15
608,26-Feb-17,7,2,Sunday,1,7,0,235,190,81,19
609,26-Feb-17,8,2,Sunday,1,7,0,235,160,68,32
610,26-Feb-17,9,2,Sunday,1,7,0,235,160,68,32
611,26-Feb-17,10,2,Sunday,1,7,0,235,160,68,32
612,26-Feb-17,11,2,Sunday,1,7,0,235,160,68,32
613,26-Feb-17,12,2,Sunday,1,7,0,235,160,68,32
614,26-Feb-17,13,2,Sunday,1,7,0,235,160,68,32
615,26-Feb-17,14,2,Sunday,1,7,0,235,160,68,32
616,26-Feb-17,15,2,Sunday,1,7,0,235,160,68,32
617,26-Feb-17,16,2,Sunday,1,7,0,235,180,77,23
618,26-Feb-17,17,2,Sunday,1,7,0,235,190,81,19
619,26-Feb-17,18,2,Sunday,1,7,0,235,230,98,2
620,26-Feb-17,19,2,Sunday,1,7,0,235,232,99,1
621,26-Feb-17,20,2,Sunday,1,7,0,235,232,99,1
622,26-Feb-17,21,2,Sunday,1,7,0,235,232,99,1
623,26-Feb-17,22,2,Sunday,1,7,0,235,232,99,1
624,26-Feb-17,23,2,Sunday,1,7,0,235,232,99,1
625,27-Feb-17,0,2,Monday,0,1,1,235,232,99,1
626,27-Feb-17,1,2,Monday,0,1,1,235,232,99,1
627,27-Feb-17,2,2,Monday,0,1,1,235,232,99,1
628,27-Feb-17,3,2,Monday,0,1,1,235,232,99,1
629,27-Feb-17,4,2,Monday,0,1,1,235,232,99,1
630,27-Feb-17,5,2,Monday,0,1,1,235,232,99,1
631,27-Feb-17,6,2,Monday,0,1,1,235,204,87,13
632,27-Feb-17,7,2,Monday,0,1,1,235,195,83,17
633,27-Feb-17,8,2,Monday,0,1,1,235,45,19,81
634,27-Feb-17,9,2,Monday,0,1,1,235,20,9,91
635,27-Feb-17,10,2,Monday,0,1,1,235,0,0,100
636,27-Feb-17,11,2,Monday,0,1,1,235,0,0,100
637,27-Feb-17,12,2,Monday,0,1,1,235,0,0,100
638,27-Feb-17,13,2,Monday,0,1,1,235,5,2,98
639,27-Feb-17,14,2,Monday,0,1,1,235,0,0,100
640,27-Feb-17,15,2,Monday,0,1,1,235,0,0,100
641,27-Feb-17,16,2,Monday,0,1,1,235,4,2,98
642,27-Feb-17,17,2,Monday,0,1,1,235,30,13,87
643,27-Feb-17,18,2,Monday,0,1,1,235,110,47,53
644,27-Feb-17,19,2,Monday,0,1,1,235,198,84,16
645,27-Feb-17,20,2,Monday,0,1,1,235,210,89,11
646,27-Feb-17,21,2,Monday,0,1,1,235,218,93,7
647,27-Feb-17,22,2,Monday,0,1,1,235,218,93,7
648,27-Feb-17,23,2,Monday,0,1,1,235,218,93,7
649,28-Feb-17,0,2,Tuesday,0,2,1,235,218,93,7
650,28-Feb-17,1,2,Tuesday,0,2,1,235,218,93,7
651,28-Feb-17,2,2,Tuesday,0,2,1,235,218,93,7
652,28-Feb-17,3,2,Tuesday,0,2,1,235,218,93,7
653,28-Feb-17,4,2,Tuesday,0,2,1,235,218,93,7
654,28-Feb-17,5,2,Tuesday,0,2,1,235,218,93,7
655,28-Feb-17,6,2,Tuesday,0,2,1,235,202,86,14
656,28-Feb-17,7,2,Tuesday,0,2,1,235,190,81,19
657,28-Feb-17,8,2,Tuesday,0,2,1,235,20,9,91
658,28-Feb-17,9,2,Tuesday,0,2,1,235,10,4,96
659,28-Feb-17,10,2,Tuesday,0,2,1,235,0,0,100
660,28-Feb-17,11,2,Tuesday,0,2,1,235,0,0,100
661,28-Feb-17,12,2,Tuesday,0,2,1,235,0,0,100
662,28-Feb-17,13,2,Tuesday,0,2,1,235,0,0,100
663,28-Feb-17,14,2,Tuesday,0,2,1,235,0,0,100
664,28-Feb-17,15,2,Tuesday,0,2,1,235,4,2,98
665,28-Feb-17,16,2,Tuesday,0,2,1,235,10,4,96
666,28-Feb-17,17,2,Tuesday,0,2,1,235,20,9,91
667,28-Feb-17,18,2,Tuesday,0,2,1,235,60,26,74
668,28-Feb-17,19,2,Tuesday,0,2,1,235,210,89,11
669,28-Feb-17,20,2,Tuesday,0,2,1,235,220,94,6
670,28-Feb-17,21,2,Tuesday,0,2,1,235,220,94,6
671,28-Feb-17,22,2,Tuesday,0,2,1,235,220,94,6
672,28-Feb-17,23,2,Tuesday,0,2,1,235,220,94,6
673,1-Mar-17,0,3,Wednesday,0,3,1,235,220,94,6
674,1-Mar-17,1,3,Wednesday,0,3,1,235,220,94,6
675,1-Mar-17,2,3,Wednesday,0,3,1,235,220,94,6
676,1-Mar-17,3,3,Wednesday,0,3,1,235,220,94,6
677,1-Mar-17,4,3,Wednesday,0,3,1,235,220,94,6
678,1-Mar-17,5,3,Wednesday,0,3,1,235,220,94,6
679,1-Mar-17,6,3,Wednesday,0,3,1,235,210,89,11
680,1-Mar-17,7,3,Wednesday,0,3,1,235,190,81,19
681,1-Mar-17,8,3,Wednesday,0,3,1,235,20,9,91
682,1-Mar-17,9,3,Wednesday,0,3,1,235,18,8,92
683,1-Mar-17,10,3,Wednesday,0,3,1,235,9,4,96
684,1-Mar-17,11,3,Wednesday,0,3,1,235,3,1,99
685,1-Mar-17,12,3,Wednesday,0,3,1,235,0,0,100
686,1-Mar-17,13,3,Wednesday,0,3,1,235,0,0,100
687,1-Mar-17,14,3,Wednesday,0,3,1,235,0,0,100
688,1-Mar-17,15,3,Wednesday,0,3,1,235,3,1,99
689,1-Mar-17,16,3,Wednesday,0,3,1,235,2,1,99
690,1-Mar-17,17,3,Wednesday,0,3,1,235,30,13,87
691,1-Mar-17,18,3,Wednesday,0,3,1,235,60,26,74
692,1-Mar-17,19,3,Wednesday,0,3,1,235,216,92,8
693,1-Mar-17,20,3,Wednesday,0,3,1,235,221,94,6
694,1-Mar-17,21,3,Wednesday,0,3,1,235,221,94,6
695,1-Mar-17,22,3,Wednesday,0,3,1,235,221,94,6
696,1-Mar-17,23,3,Wednesday,0,3,1,235,221,94,6
697,2-Mar-17,0,3,Thursday,0,4,1,235,221,94,6
698,2-Mar-17,1,3,Thursday,0,4,1,235,221,94,6
699,2-Mar-17,2,3,Thursday,0,4,1,235,221,94,6
700,2-Mar-17,3,3,Thursday,0,4,1,235,221,94,6
701,2-Mar-17,4,3,Thursday,0,4,1,235,221,94,6
702,2-Mar-17,5,3,Thursday,0,4,1,235,221,94,6
703,2-Mar-17,6,3,Thursday,0,4,1,235,210,89,11
704,2-Mar-17,7,3,Thursday,0,4,1,235,195,83,17
705,2-Mar-17,8,3,Thursday,0,4,1,235,18,8,92
706,2-Mar-17,9,3,Thursday,0,4,1,235,7,3,97
707,2-Mar-17,10,3,Thursday,0,4,1,235,0,0,100
708,2-Mar-17,11,3,Thursday,0,4,1,235,0,0,100
709,2-Mar-17,12,3,Thursday,0,4,1,235,0,0,100
710,2-Mar-17,13,3,Thursday,0,4,1,235,0,0,100
711,2-Mar-17,14,3,Thursday,0,4,1,235,6,3,97
712,2-Mar-17,15,3,Thursday,0,4,1,235,9,4,96
713,2-Mar-17,16,3,Thursday,0,4,1,235,11,5,95
714,2-Mar-17,17,3,Thursday,0,4,1,235,70,30,70
715,2-Mar-17,18,3,Thursday,0,4,1,235,95,40,60
716,2-Mar-17,19,3,Thursday,0,4,1,235,130,55,45
717,2-Mar-17,20,3,Thursday,0,4,1,235,210,89,11
718,2-Mar-17,21,3,Thursday,0,4,1,235,220,94,6
719,2-Mar-17,22,3,Thursday,0,4,1,235,220,94,6
720,2-Mar-17,23,3,Thursday,0,4,1,235,220,94,6
721,3-Mar-17,0,3,Friday,0,5,1,235,220,94,6
722,3-Mar-17,1,3,Friday,0,5,1,235,220,94,6
723,3-Mar-17,2,3,Friday,0,5,1,235,220,94,6
724,3-Mar-17,3,3,Friday,0,5,1,235,220,94,6
725,3-Mar-17,4,3,Friday,0,5,1,235,220,94,6
726,3-Mar-17,5,3,Friday,0,5,1,235,220,94,6
727,3-Mar-17,6,3,Friday,0,5,1,235,189,80,20
728,3-Mar-17,7,3,Friday,0,5,1,235,60,26,74
729,3-Mar-17,8,3,Friday,0,5,1,235,14,6,94
730,3-Mar-17,9,3,Friday,0,5,1,235,12,5,95
731,3-Mar-17,10,3,Friday,0,5,1,235,0,0,100
732,3-Mar-17,11,3,Friday,0,5,1,235,0,0,100
733,3-Mar-17,12,3,Friday,0,5,1,235,0,0,100
734,3-Mar-17,13,3,Friday,0,5,1,235,0,0,100
735,3-Mar-17,14,3,Friday,0,5,1,235,4,2,98
736,3-Mar-17,15,3,Friday,0,5,1,235,5,2,98
737,3-Mar-17,16,3,Friday,0,5,1,235,9,4,96
738,3-Mar-17,17,3,Friday,0,5,1,235,80,34,66
739,3-Mar-17,18,3,Friday,0,5,1,235,110,47,53
740,3-Mar-17,19,3,Friday,0,5,1,235,205,87,13
741,3-Mar-17,20,3,Friday,0,5,1,235,223,95,5
742,3-Mar-17,21,3,Friday,0,5,1,235,223,95,5
743,3-Mar-17,22,3,Friday,0,5,1,235,223,95,5
744,3-Mar-17,23,3,Friday,0,5,1,235,223,95,5
745,4-Mar-17,0,3,Saturday,1,6,0,235,223,95,5
746,4-Mar-17,1,3,Saturday,1,6,0,235,223,95,5
747,4-Mar-17,2,3,Saturday,1,6,0,235,223,95,5
748,4-Mar-17,3,3,Saturday,1,6,0,235,223,95,5
749,4-Mar-17,4,3,Saturday,1,6,0,235,223,95,5
750,4-Mar-17,5,3,Saturday,1,6,0,235,223,95,5
751,4-Mar-17,6,3,Saturday,1,6,0,235,210,89,11
752,4-Mar-17,7,3,Saturday,1,6,0,235,190,81,19
753,4-Mar-17,8,3,Saturday,1,6,0,235,50,21,79
754,4-Mar-17,9,3,Saturday,1,6,0,235,45,19,81
755,4-Mar-17,10,3,Saturday,1,6,0,235,43,18,82
756,4-Mar-17,11,3,Saturday,1,6,0,235,44,19,81
757,4-Mar-17,12,3,Saturday,1,6,0,235,35,15,85
758,4-Mar-17,13,3,Saturday,1,6,0,235,35,15,85
759,4-Mar-17,14,3,Saturday,1,6,0,235,35,15,85
760,4-Mar-17,15,3,Saturday,1,6,0,235,35,15,85
761,4-Mar-17,16,3,Saturday,1,6,0,235,35,15,85
762,4-Mar-17,17,3,Saturday,1,6,0,235,110,47,53
763,4-Mar-17,18,3,Saturday,1,6,0,235,145,62,38
764,4-Mar-17,19,3,Saturday,1,6,0,235,210,89,11
765,4-Mar-17,20,3,Saturday,1,6,0,235,224,95,5
766,4-Mar-17,21,3,Saturday,1,6,0,235,224,95,5
767,4-Mar-17,22,3,Saturday,1,6,0,235,224,95,5
768,4-Mar-17,23,3,Saturday,1,6,0,235,224,95,5
769,5-Mar-17,0,3,Sunday,1,7,0,235,224,95,5
770,5-Mar-17,1,3,Sunday,1,7,0,235,224,95,5
771,5-Mar-17,2,3,Sunday,1,7,0,235,224,95,5
772,5-Mar-17,3,3,Sunday,1,7,0,235,224,95,5
773,5-Mar-17,4,3,Sunday,1,7,0,235,224,95,5
774,5-Mar-17,5,3,Sunday,1,7,0,235,224,95,5
775,5-Mar-17,6,3,Sunday,1,7,0,235,210,89,11
776,5-Mar-17,7,3,Sunday,1,7,0,235,190,81,19
777,5-Mar-17,8,3,Sunday,1,7,0,235,110,47,53
778,5-Mar-17,9,3,Sunday,1,7,0,235,108,46,54
779,5-Mar-17,10,3,Sunday,1,7,0,235,107,46,54
780,5-Mar-17,11,3,Sunday,1,7,0,235,104,44,56
781,5-Mar-17,12,3,Sunday,1,7,0,235,103,44,56
782,5-Mar-17,13,3,Sunday,1,7,0,235,101,43,57
783,5-Mar-17,14,3,Sunday,1,7,0,235,110,47,53
784,5-Mar-17,15,3,Sunday,1,7,0,235,153,65,35
785,5-Mar-17,16,3,Sunday,1,7,0,235,160,68,32
786,5-Mar-17,17,3,Sunday,1,7,0,235,162,69,31
787,5-Mar-17,18,3,Sunday,1,7,0,235,190,81,19
788,5-Mar-17,19,3,Sunday,1,7,0,235,234,100,0
789,5-Mar-17,20,3,Sunday,1,7,0,235,234,100,0
790,5-Mar-17,21,3,Sunday,1,7,0,235,234,100,0
791,5-Mar-17,22,3,Sunday,1,7,0,235,234,100,0
792,5-Mar-17,23,3,Sunday,1,7,0,235,234,100,0
793,6-Mar-17,0,3,Monday,0,1,1,235,234,100,0
794,6-Mar-17,1,3,Monday,0,1,1,235,234,100,0
795,6-Mar-17,2,3,Monday,0,1,1,235,234,100,0
796,6-Mar-17,3,3,Monday,0,1,1,235,234,100,0
797,6-Mar-17,4,3,Monday,0,1,1,235,234,100,0
798,6-Mar-17,5,3,Monday,0,1,1,235,234,100,0
799,6-Mar-17,6,3,Monday,0,1,1,235,234,100,0
800,6-Mar-17,7,3,Monday,0,1,1,235,210,89,11
801,6-Mar-17,8,3,Monday,0,1,1,235,50,21,79
802,6-Mar-17,9,3,Monday,0,1,1,235,30,13,87
803,6-Mar-17,10,3,Monday,0,1,1,235,10,4,96
804,6-Mar-17,11,3,Monday,0,1,1,235,0,0,100
805,6-Mar-17,12,3,Monday,0,1,1,235,0,0,100
806,6-Mar-17,13,3,Monday,0,1,1,235,0,0,100
807,6-Mar-17,14,3,Monday,0,1,1,235,0,0,100
808,6-Mar-17,15,3,Monday,0,1,1,235,6,3,97
809,6-Mar-17,16,3,Monday,0,1,1,235,10,4,96
810,6-Mar-17,17,3,Monday,0,1,1,235,70,30,70
811,6-Mar-17,18,3,Monday,0,1,1,235,104,44,56
812,6-Mar-17,19,3,Monday,0,1,1,235,130,55,45
813,6-Mar-17,20,3,Monday,0,1,1,235,210,89,11
814,6-Mar-17,21,3,Monday,0,1,1,235,224,95,5
815,6-Mar-17,22,3,Monday,0,1,1,235,224,95,5
816,6-Mar-17,23,3,Monday,0,1,1,235,224,95,5
817,7-Mar-17,0,3,Tuesday,0,2,1,235,224,95,5
818,7-Mar-17,1,3,Tuesday,0,2,1,235,224,95,5
819,7-Mar-17,2,3,Tuesday,0,2,1,235,224,95,5
820,7-Mar-17,3,3,Tuesday,0,2,1,235,224,95,5
821,7-Mar-17,4,3,Tuesday,0,2,1,235,224,95,5
822,7-Mar-17,5,3,Tuesday,0,2,1,235,224,95,5
823,7-Mar-17,6,3,Tuesday,0,2,1,235,190,81,19
824,7-Mar-17,7,3,Tuesday,0,2,1,235,80,34,66
825,7-Mar-17,8,3,Tuesday,0,2,1,235,30,13,87
826,7-Mar-17,9,3,Tuesday,0,2,1,235,10,4,96
827,7-Mar-17,10,3,Tuesday,0,2,1,235,0,0,100
828,7-Mar-17,11,3,Tuesday,0,2,1,235,0,0,100
829,7-Mar-17,12,3,Tuesday,0,2,1,235,0,0,100
830,7-Mar-17,13,3,Tuesday,0,2,1,235,0,0,100
831,7-Mar-17,14,3,Tuesday,0,2,1,235,2,1,99
832,7-Mar-17,15,3,Tuesday,0,2,1,235,3,1,99
833,7-Mar-17,16,3,Tuesday,0,2,1,235,5,2,98
834,7-Mar-17,17,3,Tuesday,0,2,1,235,40,17,83
835,7-Mar-17,18,3,Tuesday,0,2,1,235,60,26,74
836,7-Mar-17,19,3,Tuesday,0,2,1,235,120,51,49
837,7-Mar-17,20,3,Tuesday,0,2,1,235,215,91,9
838,7-Mar-17,21,3,Tuesday,0,2,1,235,225,96,4
839,7-Mar-17,22,3,Tuesday,0,2,1,235,225,96,4
840,7-Mar-17,23,3,Tuesday,0,2,1,235,225,96,4
841,8-Mar-17,0,3,Wednesday,0,3,1,235,225,96,4
842,8-Mar-17,1,3,Wednesday,0,3,1,235,225,96,4
