Instant,Date,Hour,Month,Day,Holiday,Weekday,WorkingDay,Total Parking Spaces,No of parking spaces left,Free Spaces  %,Occupancy
421,18-Feb-17,12,2,Saturday,1,6,0,100,20,20,80
422,18-Feb-17,13,2,Saturday,1,6,0,100,20,20,80
423,18-Feb-17,14,2,Saturday,1,6,0,100,20,20,80
424,18-Feb-17,15,2,Saturday,1,6,0,100,20,20,80
425,18-Feb-17,16,2,Saturday,1,6,0,100,20,20,80
426,18-Feb-17,17,2,Saturday,1,6,0,100,38,38,62
427,18-Feb-17,18,2,Saturday,1,6,0,100,60,60,40
428,18-Feb-17,19,2,Saturday,1,6,0,100,72,72,28
429,18-Feb-17,20,2,Saturday,1,6,0,100,80,80,20
430,18-Feb-17,21,2,Saturday,1,6,0,100,90,90,10
431,18-Feb-17,22,2,Saturday,1,6,0,100,96,96,4
432,18-Feb-17,23,2,Saturday,1,6,0,100,96,96,4
433,19-Feb-17,0,2,Sunday,1,7,0,100,96,96,4
434,19-Feb-17,1,2,Sunday,1,7,0,100,96,96,4
435,19-Feb-17,2,2,Sunday,1,7,0,100,96,96,4
436,19-Feb-17,3,2,Sunday,1,7,0,100,96,96,4
437,19-Feb-17,4,2,Sunday,1,7,0,100,96,96,4
438,19-Feb-17,5,2,Sunday,1,7,0,100,96,96,4
439,19-Feb-17,6,2,Sunday,1,7,0,100,90,90,10
440,19-Feb-17,7,2,Sunday,1,7,0,100,80,80,20
441,19-Feb-17,8,2,Sunday,1,7,0,100,60,60,40
442,19-Feb-17,9,2,Sunday,1,7,0,100,55,55,45
443,19-Feb-17,10,2,Sunday,1,7,0,100,45,45,55
444,19-Feb-17,11,2,Sunday,1,7,0,100,45,45,55
445,19-Feb-17,12,2,Sunday,1,7,0,100,45,45,55
446,19-Feb-17,13,2,Sunday,1,7,0,100,45,45,55
447,19-Feb-17,14,2,Sunday,1,7,0,100,45,45,55
448,19-Feb-17,15,2,Sunday,1,7,0,100,45,45,55
449,19-Feb-17,16,2,Sunday,1,7,0,100,56,56,44
450,19-Feb-17,17,2,Sunday,1,7,0,100,68,68,32
451,19-Feb-17,18,2,Sunday,1,7,0,100,70,70,30
452,19-Feb-17,19,2,Sunday,1,7,0,100,78,78,22
453,19-Feb-17,20,2,Sunday,1,7,0,100,80,80,20
454,19-Feb-17,21,2,Sunday,1,7,0,100,90,90,10
455,19-Feb-17,22,2,Sunday,1,7,0,100,97,97,3
456,19-Feb-17,23,2,Sunday,1,7,0,100,97,97,3
457,20-Feb-17,0,2,Monday,0,1,1,100,97,97,3
458,20-Feb-17,1,2,Monday,0,1,1,100,97,97,3
459,20-Feb-17,2,2,Monday,0,1,1,100,97,97,3
460,20-Feb-17,3,2,Monday,0,1,1,100,97,97,3
461,20-Feb-17,4,2,Monday,0,1,1,100,97,97,3
462,20-Feb-17,5,2,Monday,0,1,1,100,97,97,3
463,20-Feb-17,6,2,Monday,0,1,1,100,80,80,20
464,20-Feb-17,7,2,Monday,0,1,1,100,60,60,40
465,20-Feb-17,8,2,Monday,0,1,1,100,12,12,88
466,20-Feb-17,9,2,Monday,0,1,1,100,10,10,90
467,20-Feb-17,10,2,Monday,0,1,1,100,0,0,100
468,20-Feb-17,11,2,Monday,0,1,1,100,0,0,100
469,20-Feb-17,12,2,Monday,0,1,1,100,0,0,100
470,20-Feb-17,13,2,Monday,0,1,1,100,0,0,100
471,20-Feb-17,14,2,Monday,0,1,1,100,0,0,100
472,20-Feb-17,15,2,Monday,0,1,1,100,3,3,97
473,20-Feb-17,16,2,Monday,0,1,1,100,5,5,95
474,20-Feb-17,17,2,Monday,0,1,1,100,6,6,94
475,20-Feb-17,18,2,Monday,0,1,1,100,14,14,86
476,20-Feb-17,19,2,Monday,0,1,1,100,28,28,72
477,20-Feb-17,20,2,Monday,0,1,1,100,30,30,70
478,20-Feb-17,21,2,Monday,0,1,1,100,37,37,63
479,20-Feb-17,22,2,Monday,0,1,1,100,80,80,20
480,20-Feb-17,23,2,Monday,0,1,1,100,95,95,5
481,21-Feb-17,0,2,Tuesday,0,2,1,100,95,95,5
482,21-Feb-17,1,2,Tuesday,0,2,1,100,95,95,5
483,21-Feb-17,2,2,Tuesday,0,2,1,100,95,95,5
484,21-Feb-17,3,2,Tuesday,0,2,1,100,95,95,5
485,21-Feb-17,4,2,Tuesday,0,2,1,100,95,95,5
486,21-Feb-17,5,2,Tuesday,0,2,1,100,95,95,5
487,21-Feb-17,6,2,Tuesday,0,2,1,100,80,80,20
488,21-Feb-17,7,2,Tuesday,0,2,1,100,70,70,30
489,21-Feb-17,8,2,Tuesday,0,2,1,100,30,30,70
490,21-Feb-17,9,2,Tuesday,0,2,1,100,10,10,90
491,21-Feb-17,10,2,Tuesday,0,2,1,100,0,0,100
492,21-Feb-17,11,2,Tuesday,0,2,1,100,0,0,100
493,21-Feb-17,12,2,Tuesday,0,2,1,100,0,0,100
494,21-Feb-17,13,2,Tuesday,0,2,1,100,0,0,100
495,21-Feb-17,14,2,Tuesday,0,2,1,100,0,0,100
496,21-Feb-17,15,2,Tuesday,0,2,1,100,0,0,100
497,21-Feb-17,16,2,Tuesday,0,2,1,100,5,5,95
498,21-Feb-17,17,2,Tuesday,0,2,1,100,8,8,92
499,21-Feb-17,18,2,Tuesday,0,2,1,100,14,14,86
500,21-Feb-17,19,2,Tuesday,0,2,1,100,30,30,70
501,21-Feb-17,20,2,Tuesday,0,2,1,100,60,60,40
502,21-Feb-17,21,2,Tuesday,0,2,1,100,80,80,20
503,21-Feb-17,22,2,Tuesday,0,2,1,100,97,97,3
504,21-Feb-17,23,2,Tuesday,0,2,1,100,97,97,3
505,22-Feb-17,0,2,Wednesday,0,3,1,100,97,97,3
506,22-Feb-17,1,2,Wednesday,0,3,1,100,97,97,3
507,22-Feb-17,2,2,Wednesday,0,3,1,100,97,97,3
508,22-Feb-17,3,2,Wednesday,0,3,1,100,97,97,3
509,22-Feb-17,4,2,Wednesday,0,3,1,100,97,97,3
510,22-Feb-17,5,2,Wednesday,0,3,1,100,97,97,3
511,22-Feb-17,6,2,Wednesday,0,3,1,100,80,80,20
512,22-Feb-17,7,2,Wednesday,0,3,1,100,60,60,40
513,22-Feb-17,8,2,Wednesday,0,3,1,100,12,12,88
514,22-Feb-17,9,2,Wednesday,0,3,1,100,10,10,90
515,22-Feb-17,10,2,Wednesday,0,3,1,100,0,0,100
516,22-Feb-17,11,2,Wednesday,0,3,1,100,0,0,100
517,22-Feb-17,12,2,Wednesday,0,3,1,100,0,0,100
518,22-Feb-17,13,2,Wednesday,0,3,1,100,0,0,100
519,22-Feb-17,14,2,Wednesday,0,3,1,100,0,0,100
520,22-Feb-17,15,2,Wednesday,0,3,1,100,3,3,97
521,22-Feb-17,16,2,Wednesday,0,3,1,100,5,5,95
522,22-Feb-17,17,2,Wednesday,0,3,1,100,6,6,94
523,22-Feb-17,18,2,Wednesday,0,3,1,100,14,14,86
524,22-Feb-17,19,2,Wednesday,0,3,1,100,28,28,72
525,22-Feb-17,20,2,Wednesday,0,3,1,100,30,30,70
526,22-Feb-17,21,2,Wednesday,0,3,1,100,37,37,63
527,22-Feb-17,22,2,Wednesday,0,3,1,100,80,80,20
528,22-Feb-17,23,2,Wednesday,0,3,1,100,98,98,2
529,23-Feb-17,0,2,Thursday,0,4,1,100,98,98,2
530,23-Feb-17,1,2,Thursday,0,4,1,100,98,98,2
531,23-Feb-17,2,2,Thursday,0,4,1,100,98,98,2
532,23-Feb-17,3,2,Thursday,0,4,1,100,98,98,2
533,23-Feb-17,4,2,Thursday,0,4,1,100,98,98,2
534,23-Feb-17,5,2,Thursday,0,4,1,100,98,98,2
535,23-Feb-17,6,2,Thursday,0,4,1,100,80,80,20
536,23-Feb-17,7,2,Thursday,0,4,1,100,60,60,40
537,23-Feb-17,8,2,Thursday,0,4,1,100,12,12,88
538,23-Feb-17,9,2,Thursday,0,4,1,100,10,10,90
539,23-Feb-17,10,2,Thursday,0,4,1,100,0,0,100
540,23-Feb-17,11,2,Thursday,0,4,1,100,0,0,100
541,23-Feb-17,12,2,Thursday,0,4,1,100,0,0,100
542,23-Feb-17,13,2,Thursday,0,4,1,100,0,0,100
543,23-Feb-17,14,2,Thursday,0,4,1,100,0,0,100
544,23-Feb-17,15,2,Thursday,0,4,1,100,3,3,97
545,23-Feb-17,16,2,Thursday,0,4,1,100,5,5,95
546,23-Feb-17,17,2,Thursday,0,4,1,100,6,6,94
547,23-Feb-17,18,2,Thursday,0,4,1,100,14,14,86
548,23-Feb-17,19,2,Thursday,0,4,1,100,28,28,72
549,23-Feb-17,20,2,Thursday,0,4,1,100,30,30,70
550,23-Feb-17,21,2,Thursday,0,4,1,100,37,37,63
551,23-Feb-17,22,2,Thursday,0,4,1,100,80,80,20
552,23-Feb-17,23,2,Thursday,0,4,1,100,95,95,5
553,24-Feb-17,0,2,Friday,0,5,1,100,95,95,5
554,24-Feb-17,1,2,Friday,0,5,1,100,95,95,5
555,24-Feb-17,2,2,Friday,0,5,1,100,95,95,5
556,24-Feb-17,3,2,Friday,0,5,1,100,95,95,5
557,24-Feb-17,4,2,Friday,0,5,1,100,95,95,5
558,24-Feb-17,5,2,Friday,0,5,1,100,95,95,5
559,24-Feb-17,6,2,Friday,0,5,1,100,80,80,20
560,24-Feb-17,7,2,Friday,0,5,1,100,60,60,40
561,24-Feb-17,8,2,Friday,0,5,1,100,12,12,88
562,24-Feb-17,9,2,Friday,0,5,1,100,10,10,90
563,24-Feb-17,10,2,Friday,0,5,1,100,0,0,100
564,24-Feb-17,11,2,Friday,0,5,1,100,0,0,100
565,24-Feb-17,12,2,Friday,0,5,1,100,0,0,100
566,24-Feb-17,13,2,Friday,0,5,1,100,0,0,100
567,24-Feb-17,14,2,Friday,0,5,1,100,0,0,100
568,24-Feb-17,15,2,Friday,0,5,1,100,3,3,97
569,24-Feb-17,16,2,Friday,0,5,1,100,5,5,95
570,24-Feb-17,17,2,Friday,0,5,1,100,6,6,94
571,24-Feb-17,18,2,Friday,0,5,1,100,14,14,86
572,24-Feb-17,19,2,Friday,0,5,1,100,28,28,72
573,24-Feb-17,20,2,Friday,0,5,1,100,30,30,70
574,24-Feb-17,21,2,Friday,0,5,1,100,37,37,63
575,24-Feb-17,22,2,Friday,0,5,1,100,80,80,20
576,24-Feb-17,23,2,Friday,0,5,1,100,95,95,5
577,25-Feb-17,0,2,Saturday,1,6,0,100,95,95,5
578,25-Feb-17,1,2,Saturday,1,6,0,100,95,95,5
579,25-Feb-17,2,2,Saturday,1,6,0,100,95,95,5
580,25-Feb-17,3,2,Saturday,1,6,0,100,95,95,5
581,25-Feb-17,4,2,Saturday,1,6,0,100,95,95,5
582,25-Feb-17,5,2,Saturday,1,6,0,100,95,95,5
583,25-Feb-17,6,2,Saturday,1,6,0,100,80,80,20
584,25-Feb-17,7,2,Saturday,1,6,0,100,70,70,30
585,25-Feb-17,8,2,Saturday,1,6,0,100,60,60,40
586,25-Feb-17,9,2,Saturday,1,6,0,100,50,50,50
587,25-Feb-17,10,2,Saturday,1,6,0,100,40,40,60
588,25-Feb-17,11,2,Saturday,1,6,0,100,30,30,70
589,25-Feb-17,12,2,Saturday,1,6,0,100,20,20,80
590,25-Feb-17,13,2,Saturday,1,6,0,100,20,20,80
591,25-Feb-17,14,2,Saturday,1,6,0,100,20,20,80
592,25-Feb-17,15,2,Saturday,1,6,0,100,20,20,80
593,25-Feb-17,16,2,Saturday,1,6,0,100,20,20,80
594,25-Feb-17,17,2,Saturday,1,6,0,100,38,38,62
595,25-Feb-17,18,2,Saturday,1,6,0,100,60,60,40
596,25-Feb-17,19,2,Saturday,1,6,0,100,72,72,28
597,25-Feb-17,20,2,Saturday,1,6,0,100,80,80,20
598,25-Feb-17,21,2,Saturday,1,6,0,100,90,90,10
599,25-Feb-17,22,2,Saturday,1,6,0,100,96,96,4
600,25-Feb-17,23,2,Saturday,1,6,0,100,96,96,4
601,26-Feb-17,0,2,Sunday,1,7,0,100,96,96,4
602,26-Feb-17,1,2,Sunday,1,7,0,100,96,96,4
603,26-Feb-17,2,2,Sunday,1,7,0,100,96,96,4
604,26-Feb-17,3,2,Sunday,1,7,0,100,96,96,4
605,26-Feb-17,4,2,Sunday,1,7,0,100,96,96,4
606,26-Feb-17,5,2,Sunday,1,7,0,100,96,96,4
607,26-Feb-17,6,2,Sunday,1,7,0,100,90,90,10
608,26-Feb-17,7,2,Sunday,1,7,0,100,80,80,20
609,26-Feb-17,8,2,Sunday,1,7,0,100,60,60,40
610,26-Feb-17,9,2,Sunday,1,7,0,100,55,55,45
611,26-Feb-17,10,2,Sunday,1,7,0,100,45,45,55
612,26-Feb-17,11,2,Sunday,1,7,0,100,45,45,55
613,26-Feb-17,12,2,Sunday,1,7,0,100,45,45,55
614,26-Feb-17,13,2,Sunday,1,7,0,100,45,45,55
615,26-Feb-17,14,2,Sunday,1,7,0,100,45,45,55
616,26-Feb-17,15,2,Sunday,1,7,0,100,45,45,55
617,26-Feb-17,16,2,Sunday,1,7,0,100,56,56,44
618,26-Feb-17,17,2,Sunday,1,7,0,100,68,68,32
619,26-Feb-17,18,2,Sunday,1,7,0,100,70,70,30
620,26-Feb-17,19,2,Sunday,1,7,0,100,78,78,22
621,26-Feb-17,20,2,Sunday,1,7,0,100,80,80,20
622,26-Feb-17,21,2,Sunday,1,7,0,100,90,90,10
623,26-Feb-17,22,2,Sunday,1,7,0,100,97,97,3
624,26-Feb-17,23,2,Sunday,1,7,0,100,97,97,3
625,27-Feb-17,0,2,Monday,0,1,1,100,97,97,3
626,27-Feb-17,1,2,Monday,0,1,1,100,97,97,3
627,27-Feb-17,2,2,Monday,0,1,1,100,97,97,3
628,27-Feb-17,3,2,Monday,0,1,1,100,97,97,3
629,27-Feb-17,4,2,Monday,0,1,1,100,97,97,3
630,27-Feb-17,5,2,Monday,0,1,1,100,97,97,3
631,27-Feb-17,6,2,Monday,0,1,1,100,80,80,20
632,27-Feb-17,7,2,Monday,0,1,1,100,60,60,40
633,27-Feb-17,8,2,Monday,0,1,1,100,12,12,88
634,27-Feb-17,9,2,Monday,0,1,1,100,10,10,90
635,27-Feb-17,10,2,Monday,0,1,1,100,0,0,100
636,27-Feb-17,11,2,Monday,0,1,1,100,0,0,100
637,27-Feb-17,12,2,Monday,0,1,1,100,0,0,100
638,27-Feb-17,13,2,Monday,0,1,1,100,0,0,100
639,27-Feb-17,14,2,Monday,0,1,1,100,0,0,100
640,27-Feb-17,15,2,Monday,0,1,1,100,3,3,97
641,27-Feb-17,16,2,Monday,0,1,1,100,5,5,95
642,27-Feb-17,17,2,Monday,0,1,1,100,6,6,94
643,27-Feb-17,18,2,Monday,0,1,1,100,14,14,86
644,27-Feb-17,19,2,Monday,0,1,1,100,28,28,72
645,27-Feb-17,20,2,Monday,0,1,1,100,30,30,70
646,27-Feb-17,21,2,Monday,0,1,1,100,37,37,63
647,27-Feb-17,22,2,Monday,0,1,1,100,80,80,20
648,27-Feb-17,23,2,Monday,0,1,1,100,95,95,5
649,28-Feb-17,0,2,Tuesday,0,2,1,100,95,95,5
650,28-Feb-17,1,2,Tuesday,0,2,1,100,95,95,5
651,28-Feb-17,2,2,Tuesday,0,2,1,100,95,95,5
652,28-Feb-17,3,2,Tuesday,0,2,1,100,95,95,5
653,28-Feb-17,4,2,Tuesday,0,2,1,100,95,95,5
654,28-Feb-17,5,2,Tuesday,0,2,1,100,95,95,5
655,28-Feb-17,6,2,Tuesday,0,2,1,100,80,80,20
656,28-Feb-17,7,2,Tuesday,0,2,1,100,70,70,30
657,28-Feb-17,8,2,Tuesday,0,2,1,100,30,30,70
658,28-Feb-17,9,2,Tuesday,0,2,1,100,10,10,90
659,28-Feb-17,10,2,Tuesday,0,2,1,100,0,0,100
660,28-Feb-17,11,2,Tuesday,0,2,1,100,0,0,100
661,28-Feb-17,12,2,Tuesday,0,2,1,100,0,0,100
662,28-Feb-17,13,2,Tuesday,0,2,1,100,0,0,100
663,28-Feb-17,14,2,Tuesday,0,2,1,100,0,0,100
664,28-Feb-17,15,2,Tuesday,0,2,1,100,0,0,100
665,28-Feb-17,16,2,Tuesday,0,2,1,100,5,5,95
666,28-Feb-17,17,2,Tuesday,0,2,1,100,8,8,92
667,28-Feb-17,18,2,Tuesday,0,2,1,100,14,14,86
668,28-Feb-17,19,2,Tuesday,0,2,1,100,30,30,70
669,28-Feb-17,20,2,Tuesday,0,2,1,100,60,60,40
670,28-Feb-17,21,2,Tuesday,0,2,1,100,80,80,20
671,28-Feb-17,22,2,Tuesday,0,2,1,100,97,97,3
672,28-Feb-17,23,2,Tuesday,0,2,1,100,97,97,3
673,1-Mar-17,0,3,Wednesday,0,3,1,100,97,97,3
674,1-Mar-17,1,3,Wednesday,0,3,1,100,97,97,3
675,1-Mar-17,2,3,Wednesday,0,3,1,100,97,97,3
676,1-Mar-17,3,3,Wednesday,0,3,1,100,97,97,3
677,1-Mar-17,4,3,Wednesday,0,3,1,100,97,97,3
678,1-Mar-17,5,3,Wednesday,0,3,1,100,97,97,3
679,1-Mar-17,6,3,Wednesday,0,3,1,100,80,80,20
680,1-Mar-17,7,3,Wednesday,0,3,1,100,60,60,40
681,1-Mar-17,8,3,Wednesday,0,3,1,100,30,30,70
682,1-Mar-17,9,3,Wednesday,0,3,1,100,10,10,90
683,1-Mar-17,10,3,Wednesday,0,3,1,100,0,0,100
684,1-Mar-17,11,3,Wednesday,0,3,1,100,0,0,100
685,1-Mar-17,12,3,Wednesday,0,3,1,100,0,0,100
686,1-Mar-17,13,3,Wednesday,0,3,1,100,0,0,100
687,1-Mar-17,14,3,Wednesday,0,3,1,100,0,0,100
688,1-Mar-17,15,3,Wednesday,0,3,1,100,2,2,98
689,1-Mar-17,16,3,Wednesday,0,3,1,100,3,3,97
690,1-Mar-17,17,3,Wednesday,0,3,1,100,5,5,95
691,1-Mar-17,18,3,Wednesday,0,3,1,100,10,10,90
692,1-Mar-17,19,3,Wednesday,0,3,1,100,20,20,80
693,1-Mar-17,20,3,Wednesday,0,3,1,100,30,30,70
694,1-Mar-17,21,3,Wednesday,0,3,1,100,50,50,50
695,1-Mar-17,22,3,Wednesday,0,3,1,100,80,80,20
696,1-Mar-17,23,3,Wednesday,0,3,1,100,98,98,2
697,2-Mar-17,0,3,Thursday,0,4,1,100,95,95,5
698,2-Mar-17,1,3,Thursday,0,4,1,100,95,95,5
699,2-Mar-17,2,3,Thursday,0,4,1,100,95,95,5
700,2-Mar-17,3,3,Thursday,0,4,1,100,95,95,5
701,2-Mar-17,4,3,Thursday,0,4,1,100,95,95,5
702,2-Mar-17,5,3,Thursday,0,4,1,100,95,95,5
703,2-Mar-17,6,3,Thursday,0,4,1,100,70,70,30
704,2-Mar-17,7,3,Thursday,0,4,1,100,60,60,40
705,2-Mar-17,8,3,Thursday,0,4,1,100,20,20,80
706,2-Mar-17,9,3,Thursday,0,4,1,100,10,10,90
707,2-Mar-17,10,3,Thursday,0,4,1,100,0,0,100
708,2-Mar-17,11,3,Thursday,0,4,1,100,0,0,100
709,2-Mar-17,12,3,Thursday,0,4,1,100,0,0,100
710,2-Mar-17,13,3,Thursday,0,4,1,100,0,0,100
711,2-Mar-17,14,3,Thursday,0,4,1,100,0,0,100
712,2-Mar-17,15,3,Thursday,0,4,1,100,0,0,100
713,2-Mar-17,16,3,Thursday,0,4,1,100,2,2,98
714,2-Mar-17,17,3,Thursday,0,4,1,100,3,3,97
715,2-Mar-17,18,3,Thursday,0,4,1,100,8,8,92
716,2-Mar-17,19,3,Thursday,0,4,1,100,10,10,90
717,2-Mar-17,20,3,Thursday,0,4,1,100,12,12,88
718,2-Mar-17,21,3,Thursday,0,4,1,100,30,30,70
719,2-Mar-17,22,3,Thursday,0,4,1,100,80,80,20
720,2-Mar-17,23,3,Thursday,0,4,1,100,92,92,8
721,3-Mar-17,0,3,Friday,0,5,1,100,97,97,3
722,3-Mar-17,1,3,Friday,0,5,1,100,97,97,3
723,3-Mar-17,2,3,Friday,0,5,1,100,97,97,3
724,3-Mar-17,3,3,Friday,0,5,1,100,97,97,3
725,3-Mar-17,4,3,Friday,0,5,1,100,97,97,3
726,3-Mar-17,5,3,Friday,0,5,1,100,97,97,3
727,3-Mar-17,6,3,Friday,0,5,1,100,78,78,22
728,3-Mar-17,7,3,Friday,0,5,1,100,64,64,36
729,3-Mar-17,8,3,Friday,0,5,1,100,11,11,89
730,3-Mar-17,9,3,Friday,0,5,1,100,9,9,91
731,3-Mar-17,10,3,Friday,0,5,1,100,0,0,100
732,3-Mar-17,11,3,Friday,0,5,1,100,0,0,100
733,3-Mar-17,12,3,Friday,0,5,1,100,0,0,100
734,3-Mar-17,13,3,Friday,0,5,1,100,0,0,100
735,3-Mar-17,14,3,Friday,0,5,1,100,0,0,100
736,3-Mar-17,15,3,Friday,0,5,1,100,4,4,96
737,3-Mar-17,16,3,Friday,0,5,1,100,6,6,94
738,3-Mar-17,17,3,Friday,0,5,1,100,8,8,92
739,3-Mar-17,18,3,Friday,0,5,1,100,14,14,86
740,3-Mar-17,19,3,Friday,0,5,1,100,28,28,72
741,3-Mar-17,20,3,Friday,0,5,1,100,30,30,70
742,3-Mar-17,21,3,Friday,0,5,1,100,37,37,63
743,3-Mar-17,22,3,Friday,0,5,1,100,80,80,20
744,3-Mar-17,23,3,Friday,0,5,1,100,95,95,5
745,4-Mar-17,0,3,Saturday,1,6,0,100,95,95,5
746,4-Mar-17,1,3,Saturday,1,6,0,100,95,95,5
747,4-Mar-17,2,3,Saturday,1,6,0,100,95,95,5
748,4-Mar-17,3,3,Saturday,1,6,0,100,95,95,5
749,4-Mar-17,4,3,Saturday,1,6,0,100,95,95,5
750,4-Mar-17,5,3,Saturday,1,6,0,100,95,95,5
751,4-Mar-17,6,3,Saturday,1,6,0,100,80,80,20
752,4-Mar-17,7,3,Saturday,1,6,0,100,70,70,30
753,4-Mar-17,8,3,Saturday,1,6,0,100,60,60,40
754,4-Mar-17,9,3,Saturday,1,6,0,100,50,50,50
755,4-Mar-17,10,3,Saturday,1,6,0,100,40,40,60
756,4-Mar-17,11,3,Saturday,1,6,0,100,30,30,70
757,4-Mar-17,12,3,Saturday,1,6,0,100,20,20,80
758,4-Mar-17,13,3,Saturday,1,6,0,100,20,20,80
759,4-Mar-17,14,3,Saturday,1,6,0,100,20,20,80
760,4-Mar-17,15,3,Saturday,1,6,0,100,20,20,80
761,4-Mar-17,16,3,Saturday,1,6,0,100,20,20,80
762,4-Mar-17,17,3,Saturday,1,6,0,100,38,38,62
763,4-Mar-17,18,3,Saturday,1,6,0,100,60,60,40
764,4-Mar-17,19,3,Saturday,1,6,0,100,72,72,28
765,4-Mar-17,20,3,Saturday,1,6,0,100,80,80,20
766,4-Mar-17,21,3,Saturday,1,6,0,100,90,90,10
767,4-Mar-17,22,3,Saturday,1,6,0,100,96,96,4
768,4-Mar-17,23,3,Saturday,1,6,0,100,96,96,4
769,5-Mar-17,0,3,Sunday,1,7,0,100,96,96,4
770,5-Mar-17,1,3,Sunday,1,7,0,100,96,96,4
771,5-Mar-17,2,3,Sunday,1,7,0,100,96,96,4
772,5-Mar-17,3,3,Sunday,1,7,0,100,96,96,4
773,5-Mar-17,4,3,Sunday,1,7,0,100,96,96,4
774,5-Mar-17,5,3,Sunday,1,7,0,100,96,96,4
775,5-Mar-17,6,3,Sunday,1,7,0,100,90,90,10
776,5-Mar-17,7,3,Sunday,1,7,0,100,80,80,20
777,5-Mar-17,8,3,Sunday,1,7,0,100,60,60,40
778,5-Mar-17,9,3,Sunday,1,7,0,100,55,55,45
779,5-Mar-17,10,3,Sunday,1,7,0,100,45,45,55
780,5-Mar-17,11,3,Sunday,1,7,0,100,45,45,55
781,5-Mar-17,12,3,Sunday,1,7,0,100,45,45,55
782,5-Mar-17,13,3,Sunday,1,7,0,100,45,45,55
783,5-Mar-17,14,3,Sunday,1,7,0,100,45,45,55
784,5-Mar-17,15,3,Sunday,1,7,0,100,45,45,55
785,5-Mar-17,16,3,Sunday,1,7,0,100,56,56,44
786,5-Mar-17,17,3,Sunday,1,7,0,100,68,68,32
787,5-Mar-17,18,3,Sunday,1,7,0,100,70,70,30
788,5-Mar-17,19,3,Sunday,1,7,0,100,78,78,22
789,5-Mar-17,20,3,Sunday,1,7,0,100,80,80,20
790,5-Mar-17,21,3,Sunday,1,7,0,100,90,90,10
791,5-Mar-17,22,3,Sunday,1,7,0,100,97,97,3
792,5-Mar-17,23,3,Sunday,1,7,0,100,97,97,3
793,6-Mar-17,0,3,Monday,0,1,1,100,97,97,3
794,6-Mar-17,1,3,Monday,0,1,1,100,97,97,3
795,6-Mar-17,2,3,Monday,0,1,1,100,97,97,3
796,6-Mar-17,3,3,Monday,0,1,1,100,97,97,3
797,6-Mar-17,4,3,Monday,0,1,1,100,97,97,3
798,6-Mar-17,5,3,Monday,0,1,1,100,97,97,3
799,6-Mar-17,6,3,Monday,0,1,1,100,80,80,20
800,6-Mar-17,7,3,Monday,0,1,1,100,60,60,40
801,6-Mar-17,8,3,Monday,0,1,1,100,12,12,88
802,6-Mar-17,9,3,Monday,0,1,1,100,10,10,90
803,6-Mar-17,10,3,Monday,0,1,1,100,0,0,100
804,6-Mar-17,11,3,Monday,0,1,1,100,0,0,100
805,6-Mar-17,12,3,Monday,0,1,1,100,0,0,100
806,6-Mar-17,13,3,Monday,0,1,1,100,0,0,100
807,6-Mar-17,14,3,Monday,0,1,1,100,0,0,100
808,6-Mar-17,15,3,Monday,0,1,1,100,3,3,97
809,6-Mar-17,16,3,Monday,0,1,1,100,5,5,95
810,6-Mar-17,17,3,Monday,0,1,1,100,6,6,94
811,6-Mar-17,18,3,Monday,0,1,1,100,14,14,86
812,6-Mar-17,19,3,Monday,0,1,1,100,28,28,72
813,6-Mar-17,20,3,Monday,0,1,1,100,30,30,70
814,6-Mar-17,21,3,Monday,0,1,1,100,37,37,63
815,6-Mar-17,22,3,Monday,0,1,1,100,80,80,20
816,6-Mar-17,23,3,Monday,0,1,1,100,95,95,5
817,7-Mar-17,0,3,Tuesday,0,2,1,100,95,95,5
818,7-Mar-17,1,3,Tuesday,0,2,1,100,95,95,5
819,7-Mar-17,2,3,Tuesday,0,2,1,100,95,95,5
820,7-Mar-17,3,3,Tuesday,0,2,1,100,95,95,5
821,7-Mar-17,4,3,Tuesday,0,2,1,100,95,95,5
822,7-Mar-17,5,3,Tuesday,0,2,1,100,95,95,5
823,7-Mar-17,6,3,Tuesday,0,2,1,100,80,80,20
824,7-Mar-17,7,3,Tuesday,0,2,1,100,70,70,30
825,7-Mar-17,8,3,Tuesday,0,2,1,100,30,30,70
826,7-Mar-17,9,3,Tuesday,0,2,1,100,10,10,90
827,7-Mar-17,10,3,Tuesday,0,2,1,100,0,0,100
828,7-Mar-17,11,3,Tuesday,0,2,1,100,0,0,100
829,7-Mar-17,12,3,Tuesday,0,2,1,100,0,0,100
830,7-Mar-17,13,3,Tuesday,0,2,1,100,0,0,100
831,7-Mar-17,14,3,Tuesday,0,2,1,100,0,0,100
832,7-Mar-17,15,3,Tuesday,0,2,1,100,0,0,100
833,7-Mar-17,16,3,Tuesday,0,2,1,100,5,5,95
834,7-Mar-17,17,3,Tuesday,0,2,1,100,8,8,92
835,7-Mar-17,18,3,Tuesday,0,2,1,100,14,14,86
836,7-Mar-17,19,3,Tuesday,0,2,1,100,30,30,70
837,7-Mar-17,20,3,Tuesday,0,2,1,100,60,60,40
838,7-Mar-17,21,3,Tuesday,0,2,1,100,80,80,20
839,7-Mar-17,22,3,Tuesday,0,2,1,100,97,97,3
840,7-Mar-17,23,3,Tuesday,0,2,1,100,97,97,3
841,8-Mar-17,0,3,Wednesday,0,3,1,100,97,97,3
842,8-Mar-17,1,3,Wednesday,0,3,1,100,97,97,3
