Hour,Occupancy,Working_Day,Holiday,Reading_Week,Study_Week,Exam_Week
10,100,0,0,1,0,0
11,100,0,0,1,0,0
12,100,0,0,1,0,0
13,100,0,0,1,0,0
14,100,0,0,1,0,0
15,97,0,0,1,0,0
16,95,0,0,1,0,0
17,86,0,0,1,0,0
18,74,0,0,1,0,0
19,44,0,0,1,0,0
20,25,0,0,1,0,0
21,16,0,0,1,0,0
22,1,0,0,1,0,0
23,1,0,0,1,0,0
0,1,0,0,1,0,0
1,1,0,0,1,0,0
2,1,0,0,1,0,0
3,1,0,0,1,0,0
4,1,0,0,1,0,0
5,1,0,0,1,0,0
6,25,0,0,1,0,0
7,91,0,0,1,0,0
8,92,0,0,1,0,0
9,100,0,0,1,0,0
10,100,0,0,1,0,0
11,100,0,0,1,0,0
12,100,0,0,1,0,0
13,100,0,0,1,0,0
14,100,0,0,1,0,0
15,95,0,0,1,0,0
16,91,0,0,1,0,0
17,81,0,0,1,0,0
18,63,0,0,1,0,0
19,25,0,0,1,0,0
20,12,0,0,1,0,0
21,1,0,0,1,0,0
22,1,0,0,1,0,0
23,1,0,0,1,0,0
0,1,0,0,1,0,0
1,1,0,0,1,0,0
2,1,0,0,1,0,0
3,1,0,0,1,0,0
4,1,0,0,1,0,0
5,16,0,0,1,0,0
6,25,0,0,1,0,0
7,81,0,0,1,0,0
8,83,0,0,1,0,0
9,100,0,0,1,0,0
10,100,0,0,1,0,0
11,100,0,0,1,0,0
12,100,0,0,1,0,0
13,100,0,0,1,0,0
14,97,0,0,1,0,0
15,94,0,0,1,0,0
16,91,0,0,1,0,0
17,76,0,0,1,0,0
18,63,0,0,1,0,0
19,44,0,0,1,0,0
20,14,0,0,1,0,0
21,3,0,0,1,0,0
22,3,0,0,1,0,0
23,3,0,0,1,0,0
0,3,0,1,0,0,0
1,3,0,1,0,0,0
2,3,0,1,0,0,0
3,3,0,1,0,0,0
4,3,0,1,0,0,0
5,25,0,1,0,0,0
6,44,0,1,0,0,0
7,72,0,1,0,0,0
8,91,0,1,0,0,0
9,93,0,1,0,0,0
10,100,0,1,0,0,0
11,100,0,1,0,0,0
12,100,0,1,0,0,0
13,100,0,1,0,0,0
14,100,0,1,0,0,0
15,96,0,1,0,0,0
16,91,0,1,0,0,0
17,72,0,1,0,0,0
18,72,0,1,0,0,0
19,31,0,1,0,0,0
20,16,0,1,0,0,0
21,2,0,1,0,0,0
22,2,0,1,0,0,0
23,2,0,1,0,0,0
0,2,0,0,1,0,0
1,2,0,0,1,0,0
2,2,0,0,1,0,0
3,2,0,0,1,0,0
4,2,0,0,1,0,0
5,2,0,0,1,0,0
6,11,0,0,1,0,0
7,16,0,0,1,0,0
8,35,0,0,1,0,0
9,44,0,0,1,0,0
10,44,0,0,1,0,0
11,44,0,0,1,0,0
12,44,0,0,1,0,0
13,44,0,0,1,0,0
14,44,0,0,1,0,0
15,44,0,0,1,0,0
16,30,0,0,1,0,0
17,25,0,0,1,0,0
18,16,0,0,1,0,0
19,3,0,0,1,0,0
20,1,0,0,1,0,0
21,1,0,0,1,0,0
22,1,0,0,1,0,0
23,1,0,0,1,0,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,4,0,1,0,0,0
7,16,0,1,0,0,0
8,25,0,1,0,0,0
9,35,0,1,0,0,0
10,39,0,1,0,0,0
11,39,0,1,0,0,0
12,39,0,1,0,0,0
13,30,0,1,0,0,0
14,25,0,1,0,0,0
15,25,0,1,0,0,0
16,25,0,1,0,0,0
17,21,0,1,0,0,0
18,16,0,1,0,0,0
19,3,0,1,0,0,0
20,3,0,1,0,0,0
21,3,0,1,0,0,0
22,3,0,1,0,0,0
23,3,0,1,0,0,0
0,3,1,0,0,0,0
1,3,1,0,0,0,0
2,3,1,0,0,0,0
3,3,1,0,0,0,0
4,3,1,0,0,0,0
5,3,1,0,0,0,0
6,16,1,0,0,0,0
7,25,1,0,0,0,0
8,91,1,0,0,0,0
9,92,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,100,1,0,0,0,0
16,95,1,0,0,0,0
17,91,1,0,0,0,0
18,81,1,0,0,0,0
19,63,1,0,0,0,0
20,25,1,0,0,0,0
21,12,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,25,1,0,0,0,0
7,35,1,0,0,0,0
8,72,1,0,0,0,0
9,91,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,97,1,0,0,0,0
16,86,1,0,0,0,0
17,85,1,0,0,0,0
18,72,1,0,0,0,0
19,21,1,0,0,0,0
20,11,1,0,0,0,0
21,1,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,25,1,0,0,0,0
7,44,1,0,0,0,0
8,72,1,0,0,0,0
9,81,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,98,1,0,0,0,0
15,97,1,0,0,0,0
16,95,1,0,0,0,0
17,81,1,0,0,0,0
18,67,1,0,0,0,0
19,39,1,0,0,0,0
20,35,1,0,0,0,0
21,12,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,16,1,0,0,0,0
7,25,1,0,0,0,0
8,81,1,0,0,0,0
9,83,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,97,1,0,0,0,0
16,94,1,0,0,0,0
17,91,1,0,0,0,0
18,76,1,0,0,0,0
19,63,1,0,0,0,0
20,44,1,0,0,0,0
21,14,1,0,0,0,0
22,3,1,0,0,0,0
23,3,1,0,0,0,0
0,3,1,0,0,0,0
1,3,1,0,0,0,0
2,3,1,0,0,0,0
3,3,1,0,0,0,0
4,3,1,0,0,0,0
5,3,1,0,0,0,0
6,25,1,0,0,0,0
7,44,1,0,0,0,0
8,72,1,0,0,0,0
9,91,1,0,0,0,0
10,93,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,100,1,0,0,0,0
16,96,1,0,0,0,0
17,91,1,0,0,0,0
18,72,1,0,0,0,0
19,44,1,0,0,0,0
20,31,1,0,0,0,0
21,16,1,0,0,0,0
22,2,1,0,0,0,0
23,2,1,0,0,0,0
0,2,0,1,0,0,0
1,2,0,1,0,0,0
2,2,0,1,0,0,0
3,2,0,1,0,0,0
4,2,0,1,0,0,0
5,2,0,1,0,0,0
6,11,0,1,0,0,0
7,16,0,1,0,0,0
8,35,0,1,0,0,0
9,44,0,1,0,0,0
10,44,0,1,0,0,0
11,44,0,1,0,0,0
12,44,0,1,0,0,0
13,44,0,1,0,0,0
14,44,0,1,0,0,0
15,44,0,1,0,0,0
16,30,0,1,0,0,0
17,25,0,1,0,0,0
18,16,0,1,0,0,0
19,3,0,1,0,0,0
20,1,0,1,0,0,0
21,1,0,1,0,0,0
22,1,0,1,0,0,0
23,1,0,1,0,0,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,4,0,1,0,0,0
7,16,0,1,0,0,0
8,25,0,1,0,0,0
9,35,0,1,0,0,0
10,39,0,1,0,0,0
11,39,0,1,0,0,0
12,39,0,1,0,0,0
13,30,0,1,0,0,0
14,25,0,1,0,0,0
15,25,0,1,0,0,0
16,25,0,1,0,0,0
17,21,0,1,0,0,0
18,16,0,1,0,0,0
19,3,0,1,0,0,0
20,3,0,1,0,0,0
21,3,0,1,0,0,0
22,3,0,1,0,0,0
23,3,0,1,0,0,0
0,3,1,0,0,0,0
1,3,1,0,0,0,0
2,3,1,0,0,0,0
3,3,1,0,0,0,0
4,3,1,0,0,0,0
5,3,1,0,0,0,0
6,16,1,0,0,0,0
7,25,1,0,0,0,0
8,74,1,0,0,0,0
9,83,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,100,1,0,0,0,0
16,100,1,0,0,0,0
17,92,1,0,0,0,0
18,74,1,0,0,0,0
19,46,1,0,0,0,0
20,35,1,0,0,0,0
21,1,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,21,1,0,0,0,0
7,44,1,0,0,0,0
8,75,1,0,0,0,0
9,93,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,100,1,0,0,0,0
16,98,1,0,0,0,0
17,87,1,0,0,0,0
18,71,1,0,0,0,0
19,48,1,0,0,0,0
20,12,1,0,0,0,0
21,0,1,0,0,0,0
22,0,1,0,0,0,0
23,0,1,0,0,0,0
0,0,1,0,0,0,0
1,0,1,0,0,0,0
2,0,1,0,0,0,0
3,0,1,0,0,0,0
4,0,1,0,0,0,0
5,0,1,0,0,0,0
6,25,1,0,0,0,0
7,44,1,0,0,0,0
8,72,1,0,0,0,0
9,81,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,98,1,0,0,0,0
15,97,1,0,0,0,0
16,95,1,0,0,0,0
17,81,1,0,0,0,0
18,67,1,0,0,0,0
19,39,1,0,0,0,0
20,35,1,0,0,0,0
21,12,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,25,1,0,0,0,0
6,35,1,0,0,0,0
7,72,1,0,0,0,0
8,91,1,0,0,0,0
9,100,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,97,1,0,0,0,0
15,86,1,0,0,0,0
16,85,1,0,0,0,0
17,72,1,0,0,0,0
18,21,1,0,0,0,0
19,11,1,0,0,0,0
20,1,1,0,0,0,0
21,1,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,20,1,0,0,0,0
7,50,1,0,0,0,0
8,81,1,0,0,0,0
9,91,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,97,1,0,0,0,0
14,89,1,0,0,0,0
15,86,1,0,0,0,0
16,86,1,0,0,0,0
17,81,1,0,0,0,0
18,74,1,0,0,0,0
19,36,1,0,0,0,0
20,16,1,0,0,0,0
21,0,1,0,0,0,0
22,0,1,0,0,0,0
23,0,1,0,0,0,0
0,0,0,1,0,0,0
1,0,0,1,0,0,0
2,0,0,1,0,0,0
3,0,0,1,0,0,0
4,0,0,1,0,0,0
5,0,0,1,0,0,0
6,11,0,1,0,0,0
7,16,0,1,0,0,0
8,35,0,1,0,0,0
9,44,0,1,0,0,0
10,44,0,1,0,0,0
11,44,0,1,0,0,0
12,44,0,1,0,0,0
13,44,0,1,0,0,0
14,44,0,1,0,0,0
15,44,0,1,0,0,0
16,30,0,1,0,0,0
17,25,0,1,0,0,0
18,16,0,1,0,0,0
19,3,0,1,0,0,0
20,1,0,1,0,0,0
21,1,0,1,0,0,0
22,1,0,1,0,0,0
23,1,0,1,0,0,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,4,0,1,0,0,0
7,16,0,1,0,0,0
8,25,0,1,0,0,0
9,35,0,1,0,0,0
10,39,0,1,0,0,0
11,39,0,1,0,0,0
12,39,0,1,0,0,0
13,30,0,1,0,0,0
14,25,0,1,0,0,0
15,25,0,1,0,0,0
16,25,0,1,0,0,0
17,21,0,1,0,0,0
18,16,0,1,0,0,0
19,3,0,1,0,0,0
20,3,0,1,0,0,0
21,3,0,1,0,0,0
22,3,0,1,0,0,0
23,3,0,1,0,0,0
0,3,1,0,0,0,0
1,3,1,0,0,0,0
2,3,1,0,0,0,0
3,3,1,0,0,0,0
4,3,1,0,0,0,0
5,3,1,0,0,0,0
6,16,1,0,0,0,0
7,25,1,0,0,0,0
8,91,1,0,0,0,0
9,92,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,100,1,0,0,0,0
16,95,1,0,0,0,0
17,91,1,0,0,0,0
18,14,1,0,0,0,0
19,9,1,0,0,0,0
20,7,1,0,0,0,0
21,6,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,25,1,0,0,0,0
7,44,1,0,0,0,0
8,81,1,0,0,0,0
9,91,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,99,1,0,0,0,0
14,97,1,0,0,0,0
15,95,1,0,0,0,0
16,95,1,0,0,0,0
17,72,1,0,0,0,0
18,44,1,0,0,0,0
19,16,1,0,0,0,0
20,95,1,0,0,0,0
21,1,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,18,1,0,0,0,0
7,35,1,0,0,0,0
8,69,1,0,0,0,0
9,81,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,98,1,0,0,0,0
16,91,1,0,0,0,0
17,68,1,0,0,0,0
18,53,1,0,0,0,0
19,39,1,0,0,0,0
20,16,1,0,0,0,0
21,1,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,16,1,0,0,0,0
7,25,1,0,0,0,0
8,81,1,0,0,0,0
9,83,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,97,1,0,0,0,0
16,94,1,0,0,0,0
17,91,1,0,0,0,0
18,76,1,0,0,0,0
19,63,1,0,0,0,0
20,44,1,0,0,0,0
21,14,1,0,0,0,0
22,3,1,0,0,0,0
23,3,1,0,0,0,0
0,3,1,0,0,0,0
1,3,1,0,0,0,0
2,3,1,0,0,0,0
3,3,1,0,0,0,0
4,3,1,0,0,0,0
5,3,1,0,0,0,0
6,25,1,0,0,0,0
7,44,1,0,0,0,0
8,72,1,0,0,0,0
9,91,1,0,0,0,0
10,93,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,100,1,0,0,0,0
16,96,1,0,0,0,0
17,91,1,0,0,0,0
18,72,1,0,0,0,0
19,44,1,0,0,0,0
20,31,1,0,0,0,0
21,16,1,0,0,0,0
22,2,1,0,0,0,0
23,2,1,0,0,0,0
0,2,0,1,0,0,0
1,2,0,1,0,0,0
2,2,0,1,0,0,0
3,2,0,1,0,0,0
4,2,0,1,0,0,0
5,2,0,1,0,0,0
6,11,0,1,0,0,0
7,16,0,1,0,0,0
8,35,0,1,0,0,0
9,44,0,1,0,0,0
10,44,0,1,0,0,0
11,44,0,1,0,0,0
12,44,0,1,0,0,0
13,44,0,1,0,0,0
14,44,0,1,0,0,0
15,44,0,1,0,0,0
16,30,0,1,0,0,0
17,25,0,1,0,0,0
18,16,0,1,0,0,0
19,3,0,1,0,0,0
20,1,0,1,0,0,0
21,1,0,1,0,0,0
22,1,0,1,0,0,0
23,1,0,1,0,0,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,4,0,1,0,0,0
7,16,0,1,0,0,0
8,25,0,1,0,0,0
9,35,0,1,0,0,0
10,39,0,1,0,0,0
11,39,0,1,0,0,0
12,39,0,1,0,0,0
13,30,0,1,0,0,0
14,25,0,1,0,0,0
15,25,0,1,0,0,0
16,25,0,1,0,0,0
17,21,0,1,0,0,0
18,16,0,1,0,0,0
19,1,0,1,0,0,0
20,1,0,1,0,0,0
21,1,0,1,0,0,0
22,1,0,1,0,0,0
23,1,0,1,0,0,0
0,3,1,0,0,0,0
1,3,1,0,0,0,0
2,3,1,0,0,0,0
3,3,1,0,0,0,0
4,3,1,0,0,0,0
5,3,1,0,0,0,0
6,16,1,0,0,0,0
7,25,1,0,0,0,0
8,91,1,0,0,0,0
9,92,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,100,1,0,0,0,0
16,95,1,0,0,0,0
17,91,1,0,0,0,0
18,37,1,0,0,0,0
19,25,1,0,0,0,0
20,13,1,0,0,0,0
21,1,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,11,1,0,0,0,0
7,44,1,0,0,0,0
8,77,1,0,0,0,0
9,91,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,95,1,0,0,0,0
16,81,1,0,0,0,0
17,70,1,0,0,0,0
18,39,1,0,0,0,0
19,20,1,0,0,0,0
20,16,1,0,0,0,0
21,11,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,18,1,0,0,0,0
7,35,1,0,0,0,0
8,69,1,0,0,0,0
9,81,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,98,1,0,0,0,0
16,91,1,0,0,0,0
17,68,1,0,0,0,0
18,53,1,0,0,0,0
19,39,1,0,0,0,0
20,16,1,0,0,0,0
21,1,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,16,1,0,0,0,0
7,25,1,0,0,0,0
8,81,1,0,0,0,0
9,83,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,96,1,0,0,0,0
16,91,1,0,0,0,0
17,81,1,0,0,0,0
18,67,1,0,0,0,0
19,44,1,0,0,0,0
20,35,1,0,0,0,0
21,25,1,0,0,0,0
22,6,1,0,0,0,0
23,1,1,0,0,0,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,11,0,1,0,0,0
7,16,0,1,0,0,0
8,35,0,1,0,0,0
9,44,0,1,0,0,0
10,44,0,1,0,0,0
11,44,0,1,0,0,0
12,44,0,1,0,0,0
13,44,0,1,0,0,0
14,16,0,1,0,0,0
15,8,0,1,0,0,0
16,7,0,1,0,0,0
17,1,0,1,0,0,0
18,1,0,1,0,0,0
19,1,0,1,0,0,0
20,1,0,1,0,0,0
21,1,0,1,0,0,0
22,1,0,1,0,0,0
23,1,0,1,0,0,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,11,0,1,0,0,0
7,16,0,1,0,0,0
8,25,0,1,0,0,0
9,35,0,1,0,0,0
10,39,0,1,0,0,0
11,39,0,1,0,0,0
12,39,0,1,0,0,0
13,39,0,1,0,0,0
14,11,0,1,0,0,0
15,2,0,1,0,0,0
16,2,0,1,0,0,0
17,2,0,1,0,0,0
18,2,0,1,0,0,0
19,2,0,1,0,0,0
20,2,0,1,0,0,0
21,2,0,1,0,0,0
22,2,0,1,0,0,0
23,2,0,1,0,0,0
0,2,0,1,0,0,0
1,2,0,1,0,0,0
2,2,0,1,0,0,0
3,2,0,1,0,0,0
4,2,0,1,0,0,0
5,2,0,1,0,0,0
6,7,0,1,0,0,0
7,7,0,1,0,0,0
8,7,0,1,0,0,0
9,7,0,1,0,0,0
10,7,0,1,0,0,0
11,7,0,1,0,0,0
12,7,0,1,0,0,0
13,7,0,1,0,0,0
14,7,0,1,0,0,0
15,3,0,1,0,0,0
16,3,0,1,0,0,0
17,2,0,1,0,0,0
18,1,0,1,0,0,0
19,1,0,1,0,0,0
20,1,0,1,0,0,0
21,1,0,1,0,0,0
22,1,0,1,0,0,0
23,1,0,1,0,0,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,6,0,1,0,0,0
7,6,0,1,0,0,0
8,6,0,1,0,0,0
9,6,0,1,0,0,0
10,16,0,1,0,0,0
11,16,0,1,0,0,0
12,16,0,1,0,0,0
13,16,0,1,0,0,0
14,16,0,1,0,0,0
15,11,0,1,0,0,0
16,2,0,1,0,0,0
17,2,0,1,0,0,0
18,2,0,1,0,0,0
19,2,0,1,0,0,0
20,2,0,1,0,0,0
21,2,0,1,0,0,0
22,2,0,1,0,0,0
23,2,0,1,0,0,0
0,2,1,0,0,0,0
1,2,1,0,0,0,0
2,2,1,0,0,0,0
3,2,1,0,0,0,0
4,2,1,0,0,0,0
5,2,1,0,0,0,0
6,18,1,0,0,0,0
7,35,1,0,0,0,0
8,69,1,0,0,0,0
9,81,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,98,1,0,0,0,0
16,91,1,0,0,0,0
17,68,1,0,0,0,0
18,53,1,0,0,0,0
19,39,1,0,0,0,0
20,16,1,0,0,0,0
21,1,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,16,1,0,0,0,0
7,25,1,0,0,0,0
8,81,1,0,0,0,0
9,83,1,0,0,0,0
10,100,1,0,0,0,0
11,100,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,97,1,0,0,0,0
16,94,1,0,0,0,0
17,91,1,0,0,0,0
18,76,1,0,0,0,0
19,63,1,0,0,0,0
20,44,1,0,0,0,0
21,14,1,0,0,0,0
22,3,1,0,0,0,0
23,3,1,0,0,0,0
1,3,1,0,0,0,0
2,3,1,0,0,0,0
3,3,1,0,0,0,0
4,3,1,0,0,0,0
5,3,1,0,0,0,0
6,3,1,0,0,0,0
7,25,1,0,0,0,0
8,44,1,0,0,0,0
9,72,1,0,0,0,0
10,91,1,0,0,0,0
11,93,1,0,0,0,0
12,100,1,0,0,0,0
13,100,1,0,0,0,0
14,100,1,0,0,0,0
15,100,1,0,0,0,0
16,100,1,0,0,0,0
17,96,1,0,0,0,0
18,91,1,0,0,0,0
19,72,1,0,0,0,0
20,44,1,0,0,0,0
21,31,1,0,0,0,0
22,16,1,0,0,0,0
23,2,1,0,0,0,0
0,2,1,0,0,0,0
1,2,1,0,0,0,0
2,2,1,0,0,0,0
3,2,1,0,0,0,0
4,2,1,0,0,0,0
5,2,1,0,0,0,0
6,2,1,0,0,0,0
7,11,1,0,0,0,0
8,16,1,0,0,0,0
9,35,1,0,0,0,0
10,44,1,0,0,0,0
11,44,1,0,0,0,0
12,44,1,0,0,0,0
13,44,1,0,0,0,0
14,44,1,0,0,0,0
15,44,1,0,0,0,0
16,44,1,0,0,0,0
17,30,1,0,0,0,0
18,25,1,0,0,0,0
19,16,1,0,0,0,0
20,3,1,0,0,0,0
21,1,1,0,0,0,0
22,1,1,0,0,0,0
23,1,1,0,0,0,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,1,0,1,0,0,0
7,4,0,1,0,0,0
8,16,0,1,0,0,0
9,25,0,1,0,0,0
10,35,0,1,0,0,0
11,39,0,1,0,0,0
12,39,0,1,0,0,0
13,39,0,1,0,0,0
14,30,0,1,0,0,0
15,25,0,1,0,0,0
16,25,0,1,0,0,0
17,25,0,1,0,0,0
18,21,0,1,0,0,0
19,16,0,1,0,0,0
20,1,0,1,0,0,0
21,1,0,1,0,0,0
22,1,0,1,0,0,0
23,1,0,1,0,0,0
0,1,0,1,0,0,0
1,1,0,1,0,0,0
2,1,0,1,0,0,0
3,1,0,1,0,0,0
4,1,0,1,0,0,0
5,1,0,1,0,0,0
6,4,0,1,0,0,0
7,16,0,1,0,0,0
8,25,0,1,0,0,0
9,35,0,1,0,0,0
10,39,0,1,0,0,0
11,39,0,1,0,0,0
12,39,0,1,0,0,0
13,30,0,1,0,0,0
14,25,0,1,0,0,0
15,25,0,1,0,0,0
16,25,0,1,0,0,0
17,21,0,1,0,0,0
18,16,0,1,0,0,0
19,3,0,1,0,0,0
20,3,0,1,0,0,0
21,3,0,1,0,0,0
22,3,0,1,0,0,0
23,3,0,1,0,0,0
0,3,0,0,0,1,0
1,3,0,0,0,1,0
2,3,0,0,0,1,0
3,3,0,0,0,1,0
4,3,0,0,0,1,0
5,3,0,0,0,1,0
6,16,0,0,0,1,0
7,25,0,0,0,1,0
8,74,0,0,0,1,0
9,83,0,0,0,1,0
10,100,0,0,0,1,0
11,100,0,0,0,1,0
12,100,0,0,0,1,0
13,100,0,0,0,1,0
14,100,0,0,0,1,0
15,100,0,0,0,1,0
16,100,0,0,0,1,0
17,92,0,0,0,1,0
18,74,0,0,0,1,0
19,46,0,0,0,1,0
20,35,0,0,0,1,0
21,7,0,0,0,1,0
22,6,0,0,0,1,0
23,6,0,0,0,1,0
